product_name,price,manufacture_date,entry_date,expiry_date,stock,type,imgList,species,dosage_use,side_effect
"Seasal Drop Nose Drops - Helps with Stuffy Nose, Runny Nose, Cleans Nose for Dogs and Cats",16540,2023-10-27,2025-03-21,2026-01-22,203,accessory,"['https://salt.tikicdn.com/ts/product/47/5b/2e/23e8c445dd3fd04ed7d95f747309925c.jpg', 'https://salt.tikicdn.com/ts/product/35/7d/ae/f7c0b8ab33c2f1bba2275b9dd47ffd76.jpg', 'https://salt.tikicdn.com/ts/product/0d/f7/46/fcfae62898a94be73ba1ce958e99c0ab.jpg']",bird,Use up to 3 times daily if needed.,May cause slight dryness of the skin.
BOSSEN - [CAT Calcium] Calcium Delight for cat Calcium and Mineral Supplement for Cats - Box of 20 packs of 2.5ml,-33733,2022-05-28,2025-06-20,2027-12-06,190,accessory,"['https://salt.tikicdn.com/ts/product/33/93/d3/5051002a5d2cce771bafded2641fc005.png', 'https://salt.tikicdn.com/ts/product/a2/13/48/1b6c6723d7520a3e61cd10b62dce635d.png', 'https://salt.tikicdn.com/ts/product/da/81/71/0b2a3d652106be70d8d2191ad4c9ad1c.png']",dog,"Apply externally only, avoid contact with eyes.",May cause light dizziness when used in excess.
"BRAVECTO kills scabies, ticks, and dog fleas",-7420,2023-05-10,2025-07-06,2028-12-19,184,accessory,"['https://salt.tikicdn.com/ts/product/38/0f/91/25530901c7957633819260ad6db6d06b.png', 'https://salt.tikicdn.com/ts/product/05/30/76/a80305cc56bd26733024b854a7ccf6c7.jpg']",rabbit,Use as directed by your veterinarian.,Occasional nausea in sensitive individuals.
"Hantox Spray kills fleas, ticks, and scabies on dogs and cats (100ml bottle)",53847,2023-07-11,2025-03-11,2026-07-10,82,accessory,"['https://salt.tikicdn.com/ts/product/30/d1/22/e2aa8c2c373b848433d3ef2f317acd54.jpg', 'https://salt.tikicdn.com/ts/product/a2/13/48/8dc5832fb5c822bb1ce3f3e65c669484.png', 'https://salt.tikicdn.com/ts/product/da/81/71/a3289ffe36cffb3d694abb610299d9a9.png']",bird,Use as directed by your veterinarian.,Minor skin peeling after prolonged use.
Nexgard chewable tablets to treat fleas and ticks for dogs (1 tablet) - 10-25kg,-19371,2022-11-22,2024-07-20,2027-05-14,104,accessory,"['https://salt.tikicdn.com/ts/product/e8/74/a5/b893d5fa0ce46f23f3e06ca22ba079a3.png', 'https://salt.tikicdn.com/ts/product/0f/eb/bb/9cb60f4ef41a37e03d5e2fbcd8a62e5d.png', 'https://salt.tikicdn.com/ts/product/6c/6a/ca/502593b3e864382f8a1208c7ce1f8b47.png']",cate,Add one scoop to drinking water daily.,Rare cases of mild headache have been noted.
Hairball Cure Cat Hairball Pepper Gel 40g,155734,2024-03-10,2024-07-20,2026-12-24,141,accessory,"['https://salt.tikicdn.com/ts/product/d3/0b/18/f82878cb2f83fec9d486976bd226f68a.jpg', 'https://salt.tikicdn.com/ts/product/10/d1/c4/d1cf3695a561445f0b0b906a41b9b12d.jpg', 'https://salt.tikicdn.com/ts/product/1d/06/51/34a3cdf60a116b68cb88c09783d24d54.jpg']",rabbit,Use as directed by your veterinarian.,Mild itching at the application site.
NEXGARD COMBO - Prevents and Treats Internal and External Parasites for Cats,-105575,2023-09-07,2024-07-30,2028-06-19,189,accessory,"['https://salt.tikicdn.com/ts/product/eb/c1/17/8e9c349663243737371ea6858d00b7e5.jpg', 'https://salt.tikicdn.com/ts/product/f9/9f/42/8460ec0a787322ca49d5729171a64043.jpg', 'https://salt.tikicdn.com/ts/product/18/76/77/48289f296eb6fe9d7800aa532a4c1ea3.jpg']",rabbit,Use regularly for best results.,Temporary stomach discomfort has been reported.
"FIVE-PENSTREP.LA - supports the treatment of ARTHRITIS, DERMATITIS, PNEUMONIA, STREPTROCOCACTIC, STAMPS, HEMORRHAGIA",-18899,2022-07-09,2025-02-15,2026-11-26,146,accessory,['https://salt.tikicdn.com/ts/product/1b/20/8b/9084fcd94cf2523f65bbcd7bcfd3946d.jpg'],dog,Take 30 minutes before meals.,Temporary stomach discomfort has been reported.
Fungikur Good Anti-Fungal Spray for Dogs and Cats 50ml,-88238,2024-08-21,2024-07-20,2027-03-31,139,accessory,"['https://salt.tikicdn.com/ts/product/b4/ff/eb/541796c2c3966e4f5fa5202361296be3.jpg', 'https://salt.tikicdn.com/ts/product/19/46/7b/04a04259b312f01b49a8fff60da64a5d.jpg', 'https://salt.tikicdn.com/ts/product/5d/85/9f/658e7518c47261ceaa488434ab52b973.jpg']",dog,Apply a thin layer to the affected area once daily.,Slight redness or irritation may appear.
Nexgard chewable tablets to treat fleas and ticks for dogs (1 tablet),-37392,2024-09-18,2025-08-15,2026-01-22,52,accessory,"['https://salt.tikicdn.com/ts/product/e4/50/a5/78bbbe5e96c681135ebf7289527149ef.jpg', 'https://salt.tikicdn.com/ts/product/fc/b6/8b/9bc6b2945c9875eefa0bf7b5c6ee85e1.jpg', 'https://salt.tikicdn.com/ts/product/5c/da/94/bac1c0c000570403d1c7aed6a527f453.jpg']",dog,"Apply externally only, avoid contact with eyes.",Mild digestive upset in some cases.
Scabies medicine.OXYD zinc button mushroom for dogs and cats,20976,2024-05-15,2024-05-30,2026-01-01,111,accessory,"['https://salt.tikicdn.com/ts/product/37/6c/49/27852db1f3c7971300483d303086b016.jpg', 'https://salt.tikicdn.com/ts/product/83/7d/2d/b04897e0f400373f0316d02baa2f0608.jpg', 'https://salt.tikicdn.com/ts/product/6f/3d/b8/ace47eb2333074f63ad6aa246cf4e09e.jpg']",dog,Apply a thin layer to the affected area once daily.,Mild drowsiness may occur during initial use.
"[40G] Five-Kill Fly I - Specialized in killing house flies, buffalo flies, green flies, fruit flies, gray flies, sewer flies, sand flies,...",40328,2023-04-14,2024-05-30,2028-12-12,88,accessory,"['https://salt.tikicdn.com/ts/product/5d/e0/4f/e995c084f927657aad038675677d369d.png', 'https://salt.tikicdn.com/ts/product/3f/34/e9/163dc50fa31ee922d8f0c39545b4ac42.jpg', 'https://salt.tikicdn.com/ts/product/15/e4/17/c9f6574132d79602d2ee6587aa012abd.jpg']",rabbit,Use 1 capsule daily after meals.,May cause light dizziness when used in excess.
Nexgard chewable tablets to treat fleas and ticks for dogs (1 tablet) - 4-10kg,-108909,2024-05-02,2025-08-29,2027-06-21,-3,accessory,"['https://salt.tikicdn.com/ts/product/5e/b8/81/ec2848dc2921791f6b987c9c0ecf3d55.png', 'https://salt.tikicdn.com/ts/product/61/4a/61/df64e5eeafcc674c53efe45807fb3d36.JPG', 'https://salt.tikicdn.com/ts/product/5b/b1/16/88d2e26d986f0481be7065c935428218.JPG']",dog,"Apply externally only, avoid contact with eyes.",Temporary loss of appetite may occur.
"Hanvet Hantox Spray for Dogs, Cats, and Fleas (300ml)",-39131,2024-09-02,2024-12-24,2026-08-26,63,accessory,"['https://salt.tikicdn.com/ts/product/c6/f5/fa/b63e27f668314e8d441a01ad41b356d9.png', 'https://salt.tikicdn.com/ts/product/71/fc/c0/58a80f9d6538042b9d3e6e8dc2b6d256.png', 'https://salt.tikicdn.com/ts/product/6c/e7/c0/e987fed2ac666d8b2410e3cd5cda622d.jpg']",bird,"Administer 2 tablets per day, morning and evening.",Temporary changes in stool consistency.
Nexgard chewable tablets to treat fleas and ticks for dogs (1 tablet) - 10-25kg,7072,2022-06-08,2024-03-18,2028-06-14,58,accessory,"['https://salt.tikicdn.com/ts/product/50/32/e9/08c20a416d43c5fc1ccd8fc3dae55e4a.png', 'https://salt.tikicdn.com/ts/product/2b/5f/2b/06beebfb82fc898d6e3963c3f7212f3a.png', 'https://salt.tikicdn.com/ts/product/7c/37/11/536046d4e7b9f12443d7ceceeb42b43e.png']",cate,Mix 5 ml with food once daily.,Mild drowsiness may occur during initial use.
"Vemedim Domax injection solution to treat internal and external parasites for dogs and cats such as worms, scabies, lice, ticks, 5ml bottle",34666,2022-08-10,2025-08-28,2028-08-24,139,accessory,['https://salt.tikicdn.com/ts/product/68/bc/3e/654ec7be7abf41d09ee49b3379f86c1f.jpg'],rabbit,Use as directed by your veterinarian.,Temporary stomach discomfort has been reported.
"Seasal Drop Nose Drops - Helps with Stuffy Nose, Runny Nose, Cleans Nose for Dogs and Cats",-106326,2024-10-09,2024-07-27,2026-07-07,209,accessory,"['https://salt.tikicdn.com/ts/product/a3/82/6f/5751d3b966a9305420bd94372ce02fd0.png', 'https://salt.tikicdn.com/ts/product/a2/0a/db/c4999457a40949eee5d218ae12ec6586.png']",rabbit,Use up to 3 times daily if needed.,Mild itching at the application site.
Prevent defecation FAY Repell 200ml Repels dogs and cats,-64598,2024-04-28,2024-09-22,2027-05-24,124,accessory,"['https://salt.tikicdn.com/ts/product/17/97/84/42ce46d4729c85d4520e6aef9354e621.png', 'https://salt.tikicdn.com/ts/product/ed/2d/36/8aca5a9614d09f9c0c123062f76c2713.jpg', 'https://salt.tikicdn.com/ts/product/a1/80/8c/b8026ad9711454ed04819c6612afe6db.jpg']",rabbit,Use regularly for best results.,Temporary changes in stool consistency.
Small Ticks and Fleas Frontline Plus for Cats Over 2 Months,92171,2022-05-05,2025-06-20,2026-11-11,139,accessory,"['https://salt.tikicdn.com/ts/product/2b/e8/64/5ffaf98e3c4c9d8de4d38f7eb6880e41.jpg', 'https://salt.tikicdn.com/ts/product/f8/bc/3f/10d7e0453a9832f3a866d7d4a79a9bea.jpg', 'https://salt.tikicdn.com/ts/product/76/ff/1a/db99f3222ee749446659551a8daa5798.jpg']",rabbit,Take 30 minutes before meals.,Occasional nausea in sensitive individuals.
Vemedim Cestopet Tablets to Prevent and Eliminate Tapeworms for Dogs and Cats - Box of 10 tablets,67558,2024-03-10,2024-09-22,2028-09-21,163,accessory,"['https://salt.tikicdn.com/ts/product/29/bc/c7/bdb156fe4836fd8d481591bb577667c4.jpg', 'https://salt.tikicdn.com/ts/product/4b/0f/22/b4ea23726a2222f921b4022cbe9b7845.jpg', 'https://salt.tikicdn.com/ts/product/6e/83/68/c7a868c15d213a5665c516e884cd5e6b.jpg']",bird,"Administer 2 tablets per day, morning and evening.",Rare cases of mild headache have been noted.
"[1 Tablet] BRAVECTO chewable tablets |Kills Demodex Scabies, Mites, and Fleas for Dogs",87894,2023-11-18,2024-02-23,2028-06-30,112,accessory,"['https://salt.tikicdn.com/ts/product/90/1e/b0/970bd3dee591efb504d161d385fda546.jpg', 'https://salt.tikicdn.com/ts/product/7e/77/15/e0ad126eec1028be318405f20f6dc5c0.jpg', 'https://salt.tikicdn.com/ts/product/a1/b7/54/18ac2f68b2dffcc5715c3874b8ec5d24.jpg']",rabbit,Add one scoop to drinking water daily.,Temporary loss of appetite may occur.
"Hanvet Hantox Green Flea, Tick, Scabies, Dog and Cat Bath Oil (200ml)",-168175,2022-10-12,2024-05-14,2026-07-29,114,accessory,"['https://salt.tikicdn.com/ts/product/58/ea/07/91dc3a6f7926ec98a70b0fb44a31e86f.png', 'https://salt.tikicdn.com/ts/product/2b/5f/2b/29136f50cd4394afb324f2283a0f1425.png', 'https://salt.tikicdn.com/ts/product/7c/37/11/c60b0ed55688c08dc62d57119e541e5e.png']",bird,Take twice a day with a full glass of water.,Temporary loss of appetite may occur.
Imida Plus Vemedim - Removes Ticks and Fleas for Cats,-26778,2023-10-27,2025-04-20,2028-10-06,146,accessory,"['https://salt.tikicdn.com/ts/product/38/0f/91/25530901c7957633819260ad6db6d06b.png', 'https://salt.tikicdn.com/ts/product/05/30/76/a80305cc56bd26733024b854a7ccf6c7.jpg']",cate,"Administer 2 tablets per day, morning and evening.",Minor skin peeling after prolonged use.
"Spray Dog flea and tick treatment spray bottle for dogs Helps kill ticks, lice and fleas Made in Vemedim Vietnam",-66072,2024-05-20,2025-07-11,2027-04-22,114,accessory,"['https://salt.tikicdn.com/ts/product/39/b8/3e/7024b327329de932ccdc18f703804e4e.jpg', 'https://salt.tikicdn.com/ts/product/48/b1/2f/212957b4c4e160b1a5b7d2062ab5936f.jpg', 'https://salt.tikicdn.com/ts/product/56/36/2c/356365653a97ab5edf5bbda47602d315.jpg']",cate,Use as directed by your veterinarian.,Occasional nausea in sensitive individuals.
SPREADLINE neck drops prevent ticks and fleas for Vemedim Cats,-96141,2023-03-02,2024-05-14,2027-11-07,62,accessory,"['https://salt.tikicdn.com/ts/product/e8/74/a5/b893d5fa0ce46f23f3e06ca22ba079a3.png', 'https://salt.tikicdn.com/ts/product/0f/eb/bb/9cb60f4ef41a37e03d5e2fbcd8a62e5d.png', 'https://salt.tikicdn.com/ts/product/6c/6a/ca/502593b3e864382f8a1208c7ce1f8b47.png']",rabbit,Use 1 capsule daily after meals.,Temporary stomach discomfort has been reported.
"FIVE-PENSTREP.LA - supports the treatment of ARTHRITIS, DERMATITIS, PNEUMONIA, STREPTROCOCACTIC, STAMPS, HEMORRHAGIA",108267,2023-12-07,2025-04-16,2026-04-19,11,accessory,"['https://salt.tikicdn.com/ts/product/58/ea/07/91dc3a6f7926ec98a70b0fb44a31e86f.png', 'https://salt.tikicdn.com/ts/product/2b/5f/2b/29136f50cd4394afb324f2283a0f1425.png', 'https://salt.tikicdn.com/ts/product/7c/37/11/c60b0ed55688c08dc62d57119e541e5e.png']",rabbit,Use regularly for best results.,Mild itching at the application site.
"Bio Scour Powder Controls Enteritis, Diarrhea, Vomiting in Dogs and Cats",-27041,2022-02-22,2025-05-10,2027-10-18,126,accessory,"['https://salt.tikicdn.com/ts/product/c6/f5/fa/b63e27f668314e8d441a01ad41b356d9.png', 'https://salt.tikicdn.com/ts/product/71/fc/c0/58a80f9d6538042b9d3e6e8dc2b6d256.png', 'https://salt.tikicdn.com/ts/product/6c/e7/c0/e987fed2ac666d8b2410e3cd5cda622d.jpg']",dog,Add one scoop to drinking water daily.,May cause slight dryness of the skin.
"HEARTGARD Worm Removal Chewable Tablets - Heartworm, Roundworm, Hookworm Prevention for Dogs",50204,2024-09-23,2025-09-22,2026-11-26,117,accessory,"['https://salt.tikicdn.com/ts/product/f3/98/5b/4e7e8c38af45450983ed59e3392f1956.png', 'https://salt.tikicdn.com/ts/product/30/4b/e6/f4eab6b7d1d1fc627667294cc8bce035.png']",rabbit,Use 1 capsule daily after meals.,May cause light dizziness when used in excess.
"VF Core functional reward soup supplemented with Lysine for cats, 12g package",16104,2023-07-11,2024-12-27,2027-01-13,123,accessory,"['https://salt.tikicdn.com/ts/product/b1/c8/c8/10b5c403868b8a898aa3ebfe72ec1eac.png', 'https://salt.tikicdn.com/ts/product/ba/c6/52/ddef0aa13b882b7c11ad5fb0826b37b4.png', 'https://salt.tikicdn.com/ts/product/70/33/05/392cf807ca00f9a2440e8aa74c95318a.png']",rabbit,Add one scoop to drinking water daily.,Rare cases of mild headache have been noted.
"Fenben 10% (Fenbendazole) Special treatment for worms and tapeworms for dogs and cats, can be used for dogs, small cats and pregnant dogs and cats, 120ml bottle, Vemedim product",67373,2023-07-02,2025-06-23,2026-09-30,169,accessory,"['https://salt.tikicdn.com/ts/product/85/07/a9/dca36edff76cb69bf6fca2e9dd16df65.jpg', 'https://salt.tikicdn.com/ts/product/a2/13/48/8958ca20702f5a3c90421718e8daefc0.png', 'https://salt.tikicdn.com/ts/product/da/81/71/5eba389ad7a6ba4dbe925f22f9eae8a6.png']",rabbit,Apply a thin layer to the affected area once daily.,May cause slight dryness of the skin.
"Hanvet Hantox Spray for Dogs, Cats, Scabies, and Fleas (100ml)",-33945,2022-07-23,2025-02-15,2027-04-10,145,accessory,"['https://salt.tikicdn.com/ts/product/50/32/e9/08c20a416d43c5fc1ccd8fc3dae55e4a.png', 'https://salt.tikicdn.com/ts/product/2b/5f/2b/06beebfb82fc898d6e3963c3f7212f3a.png', 'https://salt.tikicdn.com/ts/product/7c/37/11/536046d4e7b9f12443d7ceceeb42b43e.png']",dog,Add one scoop to drinking water daily.,Slight redness or irritation may appear.
"1 NexGard Spectra tablet to treat worms, ticks, scabies, dermatitis (dogs 7.5 - 15kg)",71321,2022-05-28,2024-05-14,2028-01-10,153,accessory,"['https://salt.tikicdn.com/ts/product/62/4a/11/71f63f54541c5cdbcb9c79f18bf16ccd.jpg', 'https://salt.tikicdn.com/ts/product/f0/6a/26/50fb3ec7764b62a351d2cc3ced3ae45e.jpg', 'https://salt.tikicdn.com/ts/product/e6/7f/5e/b1043cc9ca55edd17440f58632241475.jpg']",dog,Apply a thin layer to the affected area once daily.,Occasional sneezing or nasal irritation.
"1 NexGard Spectra tablet to treat worms, ticks, scabies, dermatitis (dogs 7.5 - 15kg)",-14507,2023-06-28,2024-07-05,2027-02-28,38,accessory,"['https://salt.tikicdn.com/ts/product/71/fc/c0/a3a9b273a02ce39496a37438fb16a4bf.png', 'https://salt.tikicdn.com/ts/product/c6/f5/fa/e7d16827c79ad9d2f1f0378f22431948.png', 'https://salt.tikicdn.com/ts/product/6c/e7/c0/e81b2d69a709e1d38d483732ab1d7d39.jpg']",bird,Take one dose every 12 hours.,Occasional nausea in sensitive individuals.
Imida Plus Vemedim - Removes Ticks and Fleas for Cats,-18667,2024-08-08,2025-05-03,2027-12-06,118,accessory,"['https://salt.tikicdn.com/ts/product/90/1e/b0/970bd3dee591efb504d161d385fda546.jpg', 'https://salt.tikicdn.com/ts/product/7e/77/15/e0ad126eec1028be318405f20f6dc5c0.jpg', 'https://salt.tikicdn.com/ts/product/a1/b7/54/18ac2f68b2dffcc5715c3874b8ec5d24.jpg']",bird,Add one scoop to drinking water daily.,Mild itching at the application site.
NUVITA GEL Nutritional Gel for Dogs and Cats - 120g,15351,2024-05-02,2024-06-19,2027-12-12,150,accessory,"['https://salt.tikicdn.com/ts/product/ed/a5/18/1416f3482c74470292df52fbde7f286d.png', 'https://salt.tikicdn.com/ts/product/03/ee/ef/fd0005105b16f39f002de4f1bbf00113.jpg', 'https://salt.tikicdn.com/ts/product/fe/c3/14/345479aa62ba8302a5dfe2fbbff40e06.jpg']",bird,Take twice a day with a full glass of water.,Mild itching at the application site.
"VIME FRONDOG kills ticks, fleas, dogs and cats",-27817,2022-04-04,2024-07-20,2027-04-22,130,accessory,"['https://salt.tikicdn.com/ts/product/30/d1/22/e2aa8c2c373b848433d3ef2f317acd54.jpg', 'https://salt.tikicdn.com/ts/product/a2/13/48/8dc5832fb5c822bb1ce3f3e65c669484.png', 'https://salt.tikicdn.com/ts/product/da/81/71/a3289ffe36cffb3d694abb610299d9a9.png']",rabbit,Use regularly for best results.,Temporary loss of appetite may occur.
"[3g bottle] Amox Plus Pet Mixed Powder for Respiratory and Urinary Support for Dogs, Cats, Pet Birds",61081,2023-07-02,2025-12-01,2026-04-19,91,accessory,"['https://salt.tikicdn.com/ts/product/9d/36/eb/027562d7cffa6c68c828d6f159ababf7.png', 'https://salt.tikicdn.com/ts/product/29/f9/96/a8b3d58af94af4d950cd6f53e6d23071.png']",dog,Use regularly for best results.,Rare cases of mild headache have been noted.
"ANTI DERM Topical Topical Medicine to Treat Dermatitis, Scabies, and Mites for Dogs and Cats - Net Weight 40g - Safe and Effective Under the Brand VEMEDIM – Xudapet – AD01",22014,2023-09-08,2025-02-12,2028-08-30,18,accessory,"['https://salt.tikicdn.com/ts/product/5d/b8/98/c13598a8a53ab3b4362cf9ae9420a034.png', 'https://salt.tikicdn.com/ts/product/b9/20/41/4f2745484dac90b8174a920fd190f83f.png', 'https://salt.tikicdn.com/ts/product/6e/bd/7b/c8ce9c1d10d0a5f4dff5d48b6016df48.png']",cate,Take one dose every 12 hours.,Occasional sneezing or nasal irritation.
[Box of 60 tablets] Vet Expert Supplement for dogs and cats to help support kidney problems Renal Vet,-77145,2022-12-01,2024-10-18,2027-04-07,121,accessory,"['https://salt.tikicdn.com/ts/product/90/bc/cf/876eb739d7851123df8150f1dc79347d.png', 'https://salt.tikicdn.com/ts/product/6b/2a/fb/f8cc1d2bee3d2fa44957afaf3f1d45d1.jpg', 'https://salt.tikicdn.com/ts/product/9f/82/f3/5e4a6c5e04c0861ed28f0f89a6bfb7a7.jpg']",bird,Use regularly for best results.,May cause increased thirst.
Hanpet dewormer - Dog and cat dewormer in tablet form,-102791,2024-01-12,2024-07-20,2028-10-17,20,accessory,"['https://salt.tikicdn.com/ts/product/1f/d9/6d/b414f9297011264d1b10155511ac9db2.png', 'https://salt.tikicdn.com/ts/product/ea/88/8f/570c217dbd8c1742a8c80a87d6909d04.png', 'https://salt.tikicdn.com/ts/product/7d/60/40/ed41c0eba870ed102a014fdd3dc4a037.png']",rabbit,Take one dose every 12 hours.,Rare cases of mild headache have been noted.
Fronil Spot - Small tick and flea ticks for DOGS,47010,2024-08-21,2024-05-13,2028-09-21,70,accessory,"['https://salt.tikicdn.com/ts/product/3b/80/1b/5c319da65c09a74861bbf56c37292c79.jpg', 'https://salt.tikicdn.com/ts/product/8c/6e/ba/fc2164d78c5523d44d8f34b0714cc674.jpg']",dog,Use regularly for best results.,Occasional nausea in sensitive individuals.
"Hantox 200 kills flies, mosquitoes, ants, cockroaches, ticks, and fleas (100ml bottle)",-37264,2023-04-14,2024-12-24,2027-07-10,187,accessory,"['https://salt.tikicdn.com/ts/product/50/84/5d/fa74736b999aefd93a5f870c82efbaf0.png', 'https://salt.tikicdn.com/ts/product/ea/95/bc/08c40f14f6e7098a42cbc94aca40a4b1.jpg']",bird,Use up to 3 times daily if needed.,Mild itching at the application site.
Vime Deworm for Dogs and Cats Vemedim Tablets - Antihelminthic medicine for pets,46962,2023-09-07,2024-11-11,2027-04-10,145,accessory,"['https://salt.tikicdn.com/ts/product/e9/b0/9b/67ac7c997f454370348d18a665c8a719.png', 'https://salt.tikicdn.com/ts/product/59/f8/00/0b083a3c94d3763de6e9516fc8b520ac.png', 'https://salt.tikicdn.com/ts/product/91/67/d3/960331d2ea165f405abe554a92a356a0.png']",cate,"Apply externally only, avoid contact with eyes.",Occasional sneezing or nasal irritation.
"[3g bottle] Amox Plus Pet Mixed Powder for Respiratory and Urinary Support for Dogs, Cats, Pet Birds",-24084,2024-05-11,2025-08-13,2026-07-10,147,accessory,"['https://salt.tikicdn.com/ts/product/b1/d4/de/7046acdc1b4046866e007c313fa5cb28.jpg', 'https://salt.tikicdn.com/ts/product/e6/fe/b9/0fe9703350befbf320984f1188a5c1ad.jpg']",rabbit,Use as directed by your veterinarian.,Temporary loss of appetite may occur.
